record_no,event_id,continent,country,location,event_name,event_date,event_year,event_summary,cause,impact,source_url,latitude,longitude,coordinate_meaning,coordinate_precision,fire_type,building_use,building_height_or_floors,affected_floors,building_age_status,deaths,injuries,evacuated,source_grade,verification_status,status_group,source_location_notes,source_dataset,collection_path,supplementary_url,primary_source_count,source_url_access_status,supplementary_url_access_status,retrieval_date,event_group_id,independent_event_count,heatwave_evidence,cause_completeness,population_count_2020,population_density_2020_per_km2,heatwave_days_7d,heatwave_max_t2m_c,heatwave_p90_t2m_c,heatwave_degree_days_c,heatwave_score_0_100,gee_enrichment_status
71,HRF-0071,亚洲,United Arab Emirates,Dubai,Marina Pinnacle fire,2025-06-13,2025,Marina Pinnacle高层建筑火灾；建筑高度记录为 280 m。死亡人数：0。,未检索到/待核实,死亡人数：0。,https://gulfnews.com/uae/dubai-marina-tower-fire-civil-defence-saves-3820-lives-in-heroic-rescue-1.500163499,25.07725,55.30927,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,280 m,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
72,HRF-0072,亚洲,China,"Central, Hong Kong",Chinachem Tower fire,2025-10-18,2025,Chinachem Tower高层建筑外立面火灾。死亡 0，受伤 4；表中记录的受影响楼层为 25。,未检索到/待核实,死亡 0，受伤 4；表中记录的受影响楼层为 25。,"https://www.minoafire.org/chinachem-tower#:~:text=external%20works,the%20Fire",22.28299,114.15846,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,未检索到,未检索到,25,未检索到,0,4,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
73,HRF-0073,亚洲,China,Hong Kong,Wang Fuk Court fire,2025-11-26,2025,Wang Fuk Court fire高层建筑外立面火灾。死亡 168，受伤 79；表中记录的受影响楼层为 32。,未检索到/待核实,死亡 168，受伤 79；表中记录的受影响楼层为 32。,https://en.wikipedia.org/wiki/Wang_Fuk_Court_fire,,,未提供坐标,unspecified,高层建筑外立面火灾,未检索到,93-108.5 m,32,未检索到,168,79,,B,compendium_needs_independent_verification,专题汇编记录,Wikipedia具名事件页+高层专题表,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,invalid_coordinate_or_date
74,HRF-0074,亚洲,Bahrain,Manama,Era View Tower fire,2026-02-28,2026,Era View Tower高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire following an Iranian suicide drone attack,conflict-related attack,死亡人数：0。Fire following an Iranian suicide drone attack,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,26.22787,50.58565,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,未检索到,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
75,HRF-0075,亚洲,United Arab Emirates,Dubai,Burj Al Arab fire,2026-03-01,2026,Burj Al Arab高层建筑火灾；建筑高度记录为 321 m。死亡人数：0。Fire following an Iranian suicide drone attack,conflict-related attack,死亡人数：0。Fire following an Iranian suicide drone attack,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,25.07725,55.30927,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,321 m,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
76,HRF-0076,亚洲,Kuwait,Kuwait City,PIFSS Headquarters fire,2026-03-08,2026,PIFSS Headquarters高层建筑火灾；建筑高度记录为 未列明。死亡人数：0。Fire following an Iranian suicide drone attack,conflict-related attack,死亡人数：0。Fire following an Iranian suicide drone attack,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,29.367,47.97429,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,office/government,未检索到,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
77,HRF-0077,亚洲,United Arab Emirates,Dubai,Address Grand Creek Harbour Tower 2 fire,2026-03-11,2026,Address Grand Creek Harbour Tower 2高层建筑火灾；建筑高度记录为 266 m。死亡人数：0。Fire following an Iranian suicide drone attack,conflict-related attack,死亡人数：0。Fire following an Iranian suicide drone attack,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,25.07725,55.30927,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,266 m,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
78,HRF-0078,欧洲,Russia,Moscow,Ostankino Tower fire,2000-08-27,2000,Ostankino Tower高层建筑火灾；建筑高度记录为 540.1 m。死亡人数：3。Tallest structure in Europe,未检索到/待核实,死亡人数：3。Tallest structure in Europe,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,55.75204,37.61781,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,540.1 m,未检索到,未检索到,3,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
79,HRF-0079,欧洲,Italy,Milan,Pirelli Tower fire,2002-04-18,2002,Pirelli Tower高层建筑火灾；建筑高度记录为 127 m。死亡人数：3。Plane crash,Plane crash,死亡人数：3。Plane crash,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,45.46427,9.18951,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,未检索到,127 m,未检索到,未检索到,3,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,,1,可访问(200),,2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
80,HRF-0080,欧洲,United Kingdom,"Paddington, London, England, United Kingdom",Telstar House fire,2003-07-29,2003,伦敦一栋高层办公楼发生大火，火势破坏第7至10层并延至第11层局部。,来源页未给出最终起火原因。,约5万平方英尺受火；3人受伤；建筑无法继续使用，后拆除。,https://highrisefire.co.uk/cstelstar.html,51.5169,-0.1774,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise office fire,office,"13 storeys; floors 7-10 destroyed, part of 11th affected",4,1960s office building,0,3,,B,confirmed_highrise,严格确认,现场消防报告明确称其为13层高层建筑；坐标为Eastbourne Terrace近似点。,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery) | 区域代理-欧洲非洲,Wikipedia专题列表 | 区域代理-欧洲非洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires | https://www.highrisefirefighting.co.uk/cstelstar.html,3,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200) | https://www.highrisefirefighting.co.uk/cstelstar.html => 访问失败(URLError),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
81,HRF-0081,欧洲,United Kingdom,Hertfordshire,Harrow Court fire,2005-02-02,2005,Harrow Court高层建筑火灾；建筑高度记录为 56.1 m。死亡人数：3。Harrow Court fire,未检索到/待核实,死亡人数：3。Harrow Court fire,https://en.wikipedia.org/wiki/Harrow_Court_fire,,,未提供坐标,unspecified,高层建筑火灾,未检索到,56.1 m,未检索到,未检索到,3,,,B,compendium_needs_independent_verification,专题汇编记录,Wikipedia具名事件页+高层建筑专题表,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,invalid_coordinate_or_date
82,HRF-0082,欧洲,Spain,"AZCA, Madrid, Community of Madrid, Spain",Windsor Tower fire,2005-02-12,2005,马德里温莎大厦夜间起火，火势沿高层扩展并造成上部楼层局部坍塌。,调查通常指向电气故障，但本候选表暂列待进一步确认。,0人死亡、7人受伤；严重结构损伤，后拆除。,https://en.wikipedia.org/wiki/Windsor_Tower_(Madrid),40.4462,-3.692,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise office fire,office,32 storeys / about 106 m,32,completed 1979; demolished after fire,0,7,,C,confirmed_highrise,严格确认,高层外立面火灾汇总表记录32个楼层受影响、0死7伤；应继续用消防调查交叉核验。,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia dynamic high-rise list (candidate discovery) | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery) | 区域代理-欧洲非洲,Wikipedia专题列表 | 区域代理-欧洲非洲 | 批量来源代理,https://911research.wtc7.net/wtc/analysis/compare/windsor.html | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,4,可访问(200),https://911research.wtc7.net/wtc/analysis/compare/windsor.html => 可访问(200) | https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200) | https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
83,HRF-0083,欧洲,Germany,Berlin,Treskowstrasse Pankow Flats fire,2005-04-21,2005,Treskowstrasse Pankow Flats高层建筑外立面火灾。死亡 2，受伤 3；表中记录的受影响楼层为 5。,未检索到/待核实,死亡 2，受伤 3；表中记录的受影响楼层为 5。,https://doi.org/10.1007%2F978-1-4939-2898-9_4,52.52437,13.41053,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑外立面火灾,residential,未检索到,5,未检索到,2,3,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层专题表；需补充独立来源核验,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,pending_gee_enrichment
84,HRF-0084,欧洲,The Netherlands,Delft,TU Delft Faculteitsgebouw Bouwkunde fire,2008-04-13,2008,"TU Delft Faculteitsgebouw Bouwkunde高层建筑火灾；建筑高度记录为 56 m。死亡人数：0。A broken water pipe on the 8th floor caused a short circuit in a coffee machine a floor below, resulting in a fire. The building was demolished afterwards.","A broken water pipe on the 8th floor caused a short circuit in a coffee machine a floor below, resulting in a fire.","死亡人数：0。A broken water pipe on the 8th floor caused a short circuit in a coffee machine a floor below, resulting in a fire. The building was demolished afterwards.",https://architectenweb.nl/nieuws/artikel.aspx?ID=14108,52.00667,4.35556,城市代表点（来源明确说明不是火场坐标）,city_centroid,高层建筑火灾,education,56 m,未检索到,未检索到,0,,,C,compendium_needs_independent_verification,专题汇编记录,Wikipedia高层建筑专题表；需补充独立来源核验,List of fires in high-rise buildings | Wikipedia dynamic high-rise list (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings,2,可访问(200),https://en.wikipedia.org/wiki/List_of_fires_in_high-rise_buildings => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
85,HRF-0085,欧洲,Netherlands,De Punt,De Punt fire,2008-05-09,2008,De Punt fire高层建筑外立面火灾。死亡 3，受伤 0；表中记录的受影响楼层为 1。,未检索到/待核实,死亡 3，受伤 0；表中记录的受影响楼层为 1。,https://en.wikipedia.org/wiki/De_Punt_fire,,,未提供坐标,unspecified,高层建筑外立面火灾,未检索到,未检索到,1,未检索到,3,0,,B,compendium_needs_independent_verification,专题汇编记录,Wikipedia具名事件页+高层专题表,List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery),Wikipedia专题列表 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,缺失/待核实,,,,,,,,invalid_coordinate_or_date
86,HRF-0086,欧洲,United Kingdom,"Camberwell, London, England, United Kingdom",Lakanal House fire,2009-07-03,2009,伦敦Lakanal House高层住宅火灾造成6人死亡，火和烟跨楼层传播。,9层一台电视机附近发生电气故障；传播受建筑分隔和改造问题影响。,6人死亡、至少20人受伤，多户住宅严重受损。,https://en.wikipedia.org/wiki/Lakanal_House_fire,51.4745,-0.0876,事件/建筑近似点（候选来源提供）,event_or_building_approximate,high-rise residential fire,residential,14 storeys,0,completed 1959,6,20,,C,confirmed_highrise,严格确认,独立事件条目与高层外立面火灾表均确认14层住宅；伤亡数一致。,List of fires in high-rise buildings | List of high-rise façade fires | Wikipedia high-rise façade list; derived from Bonner et al./news (candidate discovery) | 区域代理-欧洲非洲,Wikipedia专题列表 | 区域代理-欧洲非洲 | 批量来源代理,https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires,2,可访问(200),https://en.wikipedia.org/wiki/List_of_high-rise_fa%C3%A7ade_fires => 可访问(200),2026-08-26,,1,未评估（本事件表不建立热浪因果关系）,已有来源描述,,,,,,,,pending_gee_enrichment
